hours_studied,attendance,sleep_hours,exam_score,motivation,tutoring_sessions,family_income
8,90,7,68,3,2,1
23,63,9,65,2,2,2
17,89,7,67,2,1,1
32,81,6,71,3,2,3
15,96,9,70,2,2,1
10,73,9,61,1,5,1
17,83,6,69,2,0,2
8,80,6,63,2,1,1
25,80,10,67,1,0,1
8,78,7,65,2,0,2
20,68,7,63,3,0,1
8,90,7,67,3,3,3
18,78,9,66,2,2,1
30,98,10,72,2,0,1
22,70,7,68,1,3,1
15,87,10,67,2,1,1
20,98,6,72,2,1,3
20,87,7,66,2,0,1
23,95,8,73,2,1,2
12,93,6,71,1,4,3
24,74,8,65,3,1,1
4,84,6,65,2,5,2
16,66,5,65,2,2,2
17,81,4,68,1,2,2
24,69,7,70,2,7,3
20,90,8,68,1,1,2
12,81,5,62,3,0,1
14,76,7,66,3,3,1
21,71,7,65,1,3,1
20,100,7,71,2,1,1
17,63,6,61,1,0,2
17,62,7,63,3,2,3
24,69,7,67,1,3,2
17,99,8,70,1,2,3
19,99,5,73,1,3,2
33,86,7,72,2,1,3
11,95,5,69,1,1,1
9,69,7,61,2,1,2
25,99,5,71,2,1,1
16,66,6,64,2,1,2
18,64,7,61,2,1,3
15,64,6,63,1,3,1
18,83,9,65,3,2,1
30,91,9,73,1,3,1
25,75,8,68,3,2,3
25,99,8,72,2,1,2
12,77,7,62,2,1,2
13,66,9,63,1,3,2
3,79,7,58,1,0,2
15,87,10,68,2,1,3
26,93,6,74,1,1,2
23,78,5,68,2,1,2
19,84,5,67,2,1,3
20,71,5,65,1,0,2
16,86,5,63,1,0,1
21,99,7,71,3,2,2
25,62,8,62,2,0,2
10,95,7,66,3,2,1
22,82,5,65,1,1,1
26,70,6,66,1,0,1
18,98,8,71,2,3,2
24,79,6,68,3,2,1
37,73,6,72,2,0,3
19,67,5,66,2,1,2
22,70,6,66,1,4,3
16,93,6,67,3,2,1
21,85,7,71,2,5,3
23,97,8,72,1,2,3
21,69,7,64,2,3,1
14,65,7,60,1,1,1
21,60,8,64,2,2,2
29,80,5,70,2,2,2
23,100,10,72,2,3,2
26,88,6,68,2,0,1
19,72,8,62,2,0,2
24,95,5,68,2,0,1
22,91,7,72,2,2,1
14,61,7,60,2,0,2
22,93,9,72,1,3,1
14,72,7,65,2,2,2
16,66,9,63,3,3,1
21,69,7,66,2,2,2
22,79,10,65,1,1,2
13,77,4,65,2,1,2
26,72,8,67,2,2,1
23,67,4,65,1,4,1
16,90,7,67,2,0,3
11,100,9,66,1,1,1
19,91,9,71,3,2,3
17,72,8,64,2,1,2
21,70,7,61,2,0,2
18,69,8,65,1,1,3
8,65,10,61,2,1,2
18,82,7,64,1,1,1
18,84,8,69,1,0,1
24,88,6,71,3,4,2
16,87,9,70,3,3,2
30,72,8,70,3,1,1
9,73,6,62,1,0,1
28,87,8,73,2,2,2
19,74,8,66,3,0,2
25,69,8,66,2,1,3
20,75,7,66,2,3,3
27,71,9,66,2,3,3
18,64,6,65,2,2,2
13,93,7,67,3,2,2
29,94,7,76,2,6,1
19,69,9,66,2,0,3
21,63,6,63,1,1,3
27,90,7,71,2,0,2
14,68,6,63,1,1,2
24,76,7,67,1,1,3
16,63,8,63,2,0,3
19,69,5,66,2,0,3
20,92,9,72,1,3,3
11,92,8,70,3,4,2
15,68,6,62,2,0,2
28,73,6,69,2,0,2
25,65,9,66,2,2,2
20,63,8,64,2,2,3
21,100,6,70,2,2,1
18,86,6,67,3,0,1
28,82,8,71,1,1,2
19,91,8,69,3,1,3
21,94,8,70,2,1,2
27,92,7,70,2,0,1
15,61,8,61,2,1,2
29,67,7,65,2,0,2
11,86,6,67,2,0,3
30,75,9,70,1,1,3
18,99,8,67,2,2,1
19,87,6,68,2,3,1
9,98,7,69,2,2,2
17,68,7,65,2,1,2
14,95,6,68,2,2,1
16,73,7,67,2,1,3
19,100,6,70,2,1,3
26,66,8,68,3,2,2
21,81,7,69,2,1,1
22,92,5,70,1,0,1
13,77,7,67,2,2,1
15,79,6,70,2,4,1
31,99,4,74,3,1,3
16,77,7,63,1,1,1
30,84,9,72,2,1,1
19,62,7,62,1,0,1
20,94,8,71,2,1,1
26,86,7,68,2,0,1
28,76,6,72,3,3,3
19,61,6,64,3,1,3
18,84,5,64,2,0,2
20,61,8,63,2,0,1
22,60,8,66,2,2,2
25,85,7,71,2,2,3
20,68,4,70,3,4,3
24,68,8,67,1,3,2
30,86,6,73,2,0,1
22,62,7,64,2,2,3
22,73,5,65,2,4,2
11,66,7,62,2,3,2
4,83,7,64,1,1,1
22,86,4,67,1,1,1
19,89,9,74,3,5,2
17,70,7,63,2,1,1
21,64,7,64,1,1,2
20,63,8,64,1,4,2
27,77,7,70,3,1,3
21,98,8,71,2,3,1
16,69,5,63,2,0,2
26,70,7,66,2,0,1
19,64,4,65,2,1,3
23,84,7,70,2,2,2
17,87,9,65,2,2,1
16,86,5,68,3,0,2
21,94,6,72,2,1,2
20,79,4,67,1,0,2
23,65,7,65,1,1,3
18,72,8,66,1,2,3
9,86,8,67,2,1,1
17,85,6,65,2,1,2
25,81,4,68,2,2,2
18,87,5,68,3,2,2
19,85,9,69,2,1,3
26,95,8,71,2,2,2
16,83,7,64,2,0,1
11,91,7,65,2,1,2
19,70,5,64,2,1,1
17,87,9,67,1,3,1
14,96,6,70,2,3,2
19,75,8,66,2,1,1
23,91,5,70,1,3,2
20,89,7,70,1,1,3
22,62,9,64,1,1,3
31,83,6,71,2,3,1
18,65,8,63,2,1,2
22,99,5,72,3,1,2
17,92,6,72,2,4,2
15,64,7,61,1,0,1
16,65,8,63,3,2,1
17,84,7,67,3,0,2
22,74,8,67,1,3,2
34,61,9,65,1,2,2
16,82,6,64,2,0,2
18,76,5,69,3,2,3
20,64,6,65,3,4,3
22,92,9,71,1,1,1
22,97,6,70,2,0,2
28,90,9,98,2,0,2
5,93,7,65,2,1,1
6,69,10,63,2,1,2
17,71,10,61,1,0,1
27,68,9,67,2,1,1
11,91,5,64,2,0,1
2,98,4,65,2,1,1
23,89,7,73,2,2,2
21,95,8,69,1,1,1
13,86,8,67,2,3,2
14,76,6,63,1,0,3
14,77,5,67,1,0,2
21,63,8,66,2,2,3
16,61,10,64,2,2,1
23,88,6,68,2,2,1
3,78,8,61,3,2,3
15,82,10,66,2,1,3
13,82,7,65,2,0,1
18,71,7,65,2,0,2
17,79,8,67,2,3,2
25,79,7,68,2,1,2
9,76,9,63,2,1,2
20,93,6,70,1,1,1
23,78,7,68,2,0,1
31,84,5,69,2,2,1
17,96,7,67,1,0,1
22,95,5,69,2,0,1
9,96,8,65,1,1,1
6,71,5,61,2,1,1
25,61,8,65,1,3,1
20,70,6,67,1,4,2
27,71,10,66,2,1,1
12,96,9,69,2,2,3
23,86,8,71,3,3,2
31,63,5,68,2,1,3
23,65,6,65,3,3,2
22,66,6,64,3,1,1
20,85,6,68,1,1,3
11,89,9,64,1,1,1
28,94,7,71,1,1,1
16,98,6,70,2,1,1
23,68,6,68,2,0,2
11,72,6,63,1,2,2
13,70,8,61,2,0,1
29,74,5,66,2,2,2
18,97,7,75,2,5,3
29,83,8,71,2,2,2
20,90,4,69,3,1,1
9,80,5,62,2,2,1
25,61,7,65,3,0,2
16,63,9,61,2,0,1
24,82,9,69,2,3,2
20,89,6,66,1,1,2
11,69,9,64,1,1,1
21,89,7,69,1,1,2
33,92,7,78,1,6,3
23,76,7,68,1,2,2
20,90,8,70,2,2,3
26,76,6,68,2,1,2
21,87,6,68,2,0,2
21,91,5,69,1,1,3
13,100,8,68,2,0,2
21,74,8,80,2,3,1
26,76,8,67,3,1,1
15,67,5,64,2,1,3
29,68,6,64,1,0,2
19,88,9,68,1,1,2
15,97,7,67,1,4,2
26,76,7,65,1,0,2
18,67,7,66,2,0,2
25,71,8,67,1,4,2
18,78,7,64,1,0,3
20,72,6,66,2,1,1
23,69,8,63,1,1,2
22,89,5,71,3,5,2
8,60,9,62,3,0,1
13,82,6,64,2,1,1
26,92,8,72,2,2,2
19,71,7,65,1,0,1
17,84,6,67,2,1,2
12,87,9,65,2,1,1
14,86,8,63,1,0,1
8,78,7,65,1,1,3
19,74,10,67,2,1,1
16,93,8,67,1,0,3
14,90,6,65,2,0,2
20,73,4,64,2,1,1
22,64,7,64,3,0,2
33,63,9,69,2,1,2
11,64,8,60,1,1,3
27,83,9,70,2,1,1
26,62,6,66,2,2,2
15,73,7,66,3,3,2
21,90,7,68,2,2,2
17,72,7,62,1,3,2
21,91,8,70,1,0,2
29,90,9,72,2,0,2
24,70,10,64,3,1,3
23,89,9,71,3,1,3
17,90,8,67,2,1,1
11,76,6,64,3,3,2
19,68,7,64,2,1,3
27,81,8,72,2,0,3
11,97,7,66,2,3,1
14,86,6,68,2,3,3
21,67,6,95,2,1,1
14,87,8,64,2,0,2
15,77,7,64,2,1,2
17,84,7,68,2,2,3
12,89,7,67,2,1,3
14,81,6,67,2,1,3
24,93,7,71,1,1,2
12,89,6,63,1,1,1
10,85,6,66,2,3,1
16,66,5,65,3,2,1
24,93,7,68,2,0,1
19,97,8,68,2,0,3
17,65,9,62,2,0,2
20,80,5,67,2,0,3
10,70,9,65,2,1,2
23,90,7,71,1,2,3
22,89,5,71,2,4,3
18,66,6,61,1,1,2
26,95,4,70,2,1,1
13,67,5,60,2,0,1
27,92,10,70,2,0,1
21,78,6,67,3,1,1
18,73,8,66,1,3,2
20,66,7,63,2,2,2
19,67,7,65,1,3,1
27,86,8,75,3,5,3
14,82,4,66,1,2,3
15,65,9,61,2,1,1
26,65,7,65,1,1,1
16,63,6,61,2,2,1
25,90,8,73,2,2,2
30,88,6,73,2,1,3
18,62,7,63,2,1,2
24,82,7,67,2,1,2
13,63,8,62,2,2,1
25,96,7,71,2,1,2
21,96,5,70,2,2,1
23,88,8,70,2,0,2
16,97,7,69,1,4,1
10,92,4,66,3,3,1
23,93,7,72,3,1,2
8,83,6,63,1,1,1
18,72,8,65,2,1,2
26,69,6,71,2,3,2
21,73,5,66,2,5,3
32,85,9,69,1,2,3
26,67,8,62,2,0,2
16,70,7,66,3,1,2
20,79,8,66,1,3,1
20,69,8,64,3,1,2
11,84,7,63,3,0,2
14,97,5,68,2,0,1
17,90,7,68,1,5,2
8,87,9,67,1,2,1
20,83,8,67,2,1,3
19,80,7,68,2,2,1
10,67,8,65,2,1,2
22,96,7,74,3,4,1
24,70,9,85,3,1,1
21,64,9,64,2,2,1
18,90,5,67,3,3,2
24,67,9,68,2,2,2
24,75,10,67,1,0,2
22,61,8,65,1,1,2
15,65,8,63,1,2,1
22,67,6,64,2,1,1
27,62,6,62,2,0,1
16,86,7,68,1,1,2
33,93,6,75,3,0,1
17,75,5,63,3,0,1
20,95,7,68,1,2,1
16,69,8,63,1,2,2
21,73,5,68,2,0,2
10,66,7,62,2,0,2
17,85,7,67,2,3,2
13,77,7,66,2,2,1
21,85,8,65,1,1,2
26,90,8,69,2,0,1
24,82,6,70,2,2,3
6,85,9,64,3,0,1
32,97,8,75,2,0,3
22,72,9,66,3,1,1
15,74,7,62,1,2,2
21,89,7,70,1,4,3
21,84,7,68,2,0,2
16,67,9,66,3,1,2
21,75,7,65,2,0,1
16,79,7,68,3,3,2
18,77,10,68,1,2,2
16,67,5,62,1,2,2
11,97,8,66,1,2,1
21,90,7,68,2,2,1
24,79,7,69,3,0,3
23,87,6,67,2,2,3
25,96,6,74,1,3,3
22,65,6,61,2,2,2
17,70,8,64,1,2,3
25,82,8,69,2,1,1
12,92,4,66,1,2,2
15,61,5,61,3,0,1
14,99,8,71,3,3,2
26,78,8,71,2,2,1
26,74,5,69,1,2,1
23,72,8,66,1,1,1
26,67,7,64,1,2,1
15,92,8,68,2,1,3
22,98,6,71,1,0,2
19,77,5,66,3,0,2
25,98,7,94,3,1,3
19,93,7,68,1,1,2
18,79,7,66,2,1,2
23,87,6,70,2,4,2
25,77,10,68,2,1,1
16,82,4,65,1,1,2
20,62,6,64,1,3,2
14,88,6,69,2,0,1
5,62,7,59,1,1,1
21,93,8,70,2,2,2
24,93,8,72,3,0,3
22,69,9,64,2,0,2
8,73,8,63,3,0,2
18,79,4,67,2,2,3
7,84,5,62,2,1,1
28,71,9,69,3,1,1
13,84,9,66,2,3,2
28,72,8,66,3,4,1
26,62,6,63,2,1,1
15,60,7,62,3,2,3
13,64,6,58,1,1,1
22,92,5,67,1,0,2
15,98,7,68,1,2,1
21,77,10,67,1,1,1
17,81,6,67,2,3,1
9,66,9,62,1,3,2
7,82,6,66,2,2,2
21,66,5,65,2,1,1
17,84,8,67,2,0,1
17,97,7,69,3,1,2
24,68,9,67,1,1,1
27,91,9,69,1,0,1
18,61,7,62,1,2,3
18,75,9,67,1,3,1
23,64,6,63,2,0,2
12,74,6,65,3,2,1
21,67,9,66,2,3,3
23,75,5,71,2,3,2
24,77,7,70,3,1,2
8,72,9,68,3,4,2
15,86,9,67,3,0,2
15,97,6,71,3,2,3
21,76,9,65,2,1,1
23,68,5,64,1,1,1
29,71,6,69,2,1,1
17,94,7,68,1,1,2
17,83,8,67,1,4,1
27,78,5,71,3,1,2
22,66,10,64,2,1,2
28,78,4,69,2,2,1
22,71,7,68,2,1,2
13,98,7,69,2,1,2
12,95,4,67,2,0,1
11,63,9,58,3,0,1
24,81,6,66,3,0,2
27,69,7,69,1,2,3
31,76,7,70,1,3,1
25,95,5,70,2,1,2
27,81,5,70,2,0,3
17,73,9,66,2,0,1
13,68,7,61,2,1,2
25,92,4,71,2,3,1
23,85,7,69,3,2,1
21,79,7,69,2,2,1
22,69,7,65,1,0,2
22,73,4,69,3,3,2
28,98,7,74,2,1,1
28,81,6,71,3,2,1
23,76,7,68,3,0,2
25,81,8,69,1,0,1
23,91,8,68,2,3,2
17,74,9,63,2,2,2
25,67,10,68,3,0,3
12,83,5,67,2,2,1
26,87,6,71,1,3,2
13,89,8,66,1,0,1
22,95,7,69,2,2,1
15,75,4,68,2,3,2
23,63,7,63,1,1,1
20,98,9,69,2,0,1
10,77,5,66,2,3,1
23,85,7,71,3,1,1
17,87,4,68,2,2,1
25,82,8,69,2,0,3
20,68,7,65,2,0,2
22,90,6,68,2,0,1
14,92,6,67,3,0,1
16,82,5,65,2,1,2
17,80,9,65,2,1,1
25,65,6,64,2,2,1
30,63,8,69,2,1,1
15,74,6,64,1,2,1
26,72,10,66,2,2,3
7,98,9,65,2,2,2
13,91,10,69,2,2,2
14,86,10,66,2,3,2
12,81,6,64,3,0,1
10,67,6,61,2,1,2
22,99,10,72,1,1,2
19,75,7,67,1,1,2
22,64,8,63,1,0,1
24,80,6,69,3,1,2
22,95,6,70,3,3,2
24,95,8,71,1,1,1
20,60,4,60,2,0,1
13,95,8,70,2,3,2
26,71,8,69,1,1,1
16,62,6,63,2,0,2
14,94,7,69,3,2,2
19,95,7,71,3,0,2
15,84,7,68,2,1,2
17,83,8,64,1,0,1
22,93,6,68,2,0,2
22,91,10,69,3,2,3
15,96,7,65,1,0,1
17,82,7,68,2,3,2
26,99,10,74,2,1,2
23,100,4,72,1,0,1
32,65,10,67,2,1,3
27,94,7,73,1,1,2
27,80,6,68,3,1,3
12,76,5,61,1,0,2
25,85,5,70,2,3,1
20,62,6,62,3,1,2
17,80,7,67,3,2,2
21,95,8,69,2,0,1
26,69,7,93,1,0,2
23,77,6,68,1,3,2
15,98,9,69,2,1,1
24,77,10,68,3,2,3
16,74,9,64,1,0,2
21,78,6,69,2,0,2
18,81,8,66,1,2,1
19,85,8,68,1,4,3
25,92,9,72,2,3,2
14,78,6,63,1,2,1
32,93,6,73,2,0,2
9,81,9,65,2,1,2
16,74,8,65,1,1,1
22,86,5,68,2,0,3
24,89,8,70,1,3,3
19,82,10,65,2,0,1
20,62,6,66,2,2,2
22,67,6,66,3,1,1
19,71,7,65,1,2,1
28,71,8,69,2,2,1
25,87,7,69,2,1,1
25,61,9,64,2,2,2
14,90,7,66,2,1,2
20,71,9,63,2,1,1
18,72,6,68,2,4,1
14,81,5,68,1,2,1
22,69,6,65,3,1,2
17,95,5,69,3,1,2
24,63,8,66,1,2,1
14,78,4,63,2,1,1
30,94,6,72,1,2,1
15,85,7,67,3,2,2
21,72,5,67,2,1,2
25,77,7,68,2,0,2
17,88,7,71,2,2,2
25,99,9,73,2,1,2
13,96,5,68,2,2,2
29,74,8,69,2,0,2
20,100,8,69,2,0,1
16,60,7,63,1,3,3
18,61,6,62,2,3,1
25,93,5,70,2,0,3
16,68,10,66,2,1,3
16,62,7,62,1,3,3
19,69,7,64,1,2,1
13,77,10,63,1,2,1
31,89,7,71,2,1,3
17,85,10,67,2,1,3
25,70,5,67,2,2,2
21,80,7,67,2,1,2
14,97,5,71,2,2,3
20,93,7,69,3,0,1
25,73,7,93,2,2,3
19,99,6,72,2,1,1
27,88,7,71,2,1,1
26,62,6,63,2,1,2
26,61,7,65,1,0,2
17,67,6,61,2,0,2
14,89,9,66,1,2,1
16,67,5,61,1,1,1
21,80,7,67,1,1,2
23,64,5,64,2,3,1
7,97,6,69,2,3,2
20,74,6,64,2,1,3
21,96,7,70,1,2,3
18,98,7,73,2,2,1
28,60,5,63,1,0,1
23,79,6,68,2,2,1
28,61,6,64,1,0,2
19,96,5,69,2,3,2
26,81,9,69,2,3,1
30,63,5,67,3,2,1
28,64,7,69,2,3,2
13,75,10,62,2,1,1
18,98,9,66,2,0,3
18,88,8,68,2,2,2
23,95,7,71,3,1,1
24,75,8,66,2,1,1
15,62,8,62,3,2,1
20,99,9,68,1,1,3
8,61,7,59,2,0,2
29,98,9,70,1,0,1
17,75,7,66,2,1,3
20,60,10,65,2,3,1
18,88,7,66,1,0,2
27,99,5,73,2,2,2
3,99,7,65,2,2,3
20,66,8,65,2,0,3
19,67,9,64,1,0,2
17,83,6,69,3,0,1
30,85,4,74,1,2,3
15,90,8,68,3,2,3
25,67,8,65,2,0,2
22,98,5,72,2,2,3
28,86,7,71,2,2,2
16,94,7,69,2,0,1
16,82,8,67,1,3,1
27,77,6,71,1,0,2
23,99,6,68,3,1,2
11,83,7,63,3,3,3
17,95,5,69,1,2,3
22,98,10,68,2,1,1
25,87,8,73,1,2,3
16,82,6,69,2,3,3
3,60,5,58,2,0,2
23,62,5,65,2,1,3
13,68,8,63,2,2,1
8,67,5,59,1,1,2
3,70,7,58,2,0,2
25,72,4,66,3,1,1
21,74,8,67,2,0,1
19,77,8,67,2,3,1
28,64,7,67,1,2,3
24,62,7,65,2,0,2
30,87,8,71,3,1,1
12,81,7,66,3,2,3
20,78,8,68,2,2,3
10,85,5,65,2,0,1
19,93,8,71,2,1,2
19,77,7,64,1,2,1
24,86,9,72,3,1,2
20,98,7,69,1,4,3
24,94,7,70,2,1,1
24,77,6,66,2,0,2
33,86,9,70,2,0,2
18,67,4,62,1,0,2
14,82,8,66,2,1,1
21,99,7,70,1,2,1
15,81,7,63,1,1,2
29,97,7,73,2,1,2
18,76,7,70,3,2,2
17,100,8,71,1,1,1
17,83,6,65,2,1,2
24,62,7,64,2,1,3
19,83,8,66,2,1,1
16,71,6,82,3,1,1
30,61,8,68,1,2,1
15,93,8,67,3,1,2
20,71,6,68,3,5,2
24,92,5,69,2,2,1
10,72,6,63,2,0,2
23,68,7,66,3,3,3
14,99,7,68,3,0,2
25,74,9,71,2,4,2
14,84,6,69,3,2,3
24,84,6,70,2,1,2
27,82,8,70,3,3,3
25,97,6,73,1,1,1
22,87,6,68,2,0,1
19,76,6,65,2,1,3
17,94,4,72,2,4,2
29,67,8,67,2,2,1
16,82,8,68,3,4,1
14,98,8,69,1,0,3
24,85,10,70,1,1,2
15,93,9,69,2,1,2
14,86,6,68,2,1,2
11,94,9,65,2,2,1
17,98,7,70,2,1,1
20,71,6,65,3,1,1
21,67,6,61,2,0,1
26,79,7,69,2,1,3
23,88,7,67,2,0,2
19,69,9,65,2,1,1
19,60,8,63,3,3,2
23,74,6,67,2,0,2
28,99,5,76,2,6,2
21,88,8,70,2,0,2
17,76,8,67,1,1,1
14,68,9,66,1,2,1
11,74,7,65,1,1,1
24,67,8,65,3,0,1
23,64,8,63,2,2,1
23,96,5,74,2,3,2
19,100,7,72,3,2,3
28,67,8,68,1,1,3
17,62,8,62,3,2,2
26,73,7,65,2,1,1
20,78,10,69,2,1,3
16,68,10,61,2,2,3
24,72,7,67,3,2,2
22,68,7,66,2,1,2
22,91,8,70,2,1,1
20,89,7,72,1,5,3
20,85,9,69,2,3,1
34,75,5,68,2,0,1
27,96,7,74,2,2,2
24,99,8,70,3,1,1
21,67,9,67,3,1,2
26,69,5,68,2,4,2
23,81,6,69,2,2,3
20,64,4,66,2,4,2
18,77,6,66,3,3,2
20,83,5,68,2,1,2
1,81,8,60,2,1,1
21,73,7,69,3,0,3
17,82,7,66,2,1,2
30,98,7,77,2,1,2
20,68,9,63,1,1,3
13,86,5,66,2,3,3
20,62,4,64,2,1,3
14,63,8,63,2,1,1
23,82,6,68,2,0,3
22,64,5,65,2,1,3
26,61,8,65,1,1,2
15,67,4,64,1,0,2
20,83,6,68,2,0,3
12,88,4,62,2,0,1
24,68,7,67,2,1,1
23,87,9,73,3,1,2
23,67,6,69,2,2,3
20,85,6,65,1,0,1
22,76,10,66,2,1,2
30,86,8,73,2,4,2
18,100,10,72,2,1,2
21,98,7,72,1,3,3
13,60,7,61,2,1,1
15,95,9,69,1,2,1
21,63,7,66,2,1,3
27,98,7,74,2,1,3
18,71,4,64,2,1,1
19,75,10,66,2,1,2
18,64,8,64,2,2,2
17,64,7,66,1,3,2
22,89,8,72,2,2,3
11,98,5,71,3,1,2
28,84,6,70,2,1,2
16,89,8,67,1,2,1
24,90,7,71,1,1,1
12,71,8,63,2,2,3
24,62,7,64,1,1,2
24,60,8,64,2,2,1
22,74,5,65,2,1,1
14,70,9,65,3,2,2
21,62,6,62,2,2,1
13,67,7,65,2,2,1
18,65,6,64,1,1,2
26,97,7,74,1,2,1
25,66,7,67,1,2,3
20,82,8,66,1,0,3
14,84,8,70,2,3,2
24,82,8,68,2,0,2
20,64,6,64,2,0,3
6,73,8,58,1,0,1
25,62,7,65,1,1,3
20,76,7,68,2,2,2
27,68,8,64,2,2,1
13,82,5,66,1,4,1
1,88,4,92,3,3,2
22,81,9,69,2,2,3
22,77,7,68,1,2,1
10,75,8,63,1,2,2
14,94,6,64,2,0,1
37,69,9,68,2,1,1
18,89,8,67,3,0,1
24,90,7,68,2,1,3
16,77,7,66,2,1,1
7,72,4,66,2,4,2
19,79,8,68,2,4,1
18,64,9,64,1,1,2
18,62,7,63,2,2,2
19,64,7,62,2,0,1
22,67,7,66,3,2,1
19,80,9,65,2,0,1
12,94,9,66,2,1,1
23,69,6,66,2,2,1
8,97,8,69,3,2,3
8,98,7,67,2,1,3
24,98,8,75,2,6,2
23,94,6,73,3,0,1
20,75,9,66,3,0,1
12,63,8,61,1,4,2
16,83,9,68,2,5,1
18,82,5,67,3,1,2
10,94,5,66,2,1,2
16,100,10,69,2,1,3
24,80,9,69,1,3,1
29,74,6,67,2,1,1
17,67,8,65,2,0,2
25,60,6,63,1,2,3
9,80,4,63,1,1,3
24,82,4,66,1,1,1
15,93,7,66,1,0,2
22,80,9,69,1,2,2
19,97,9,72,3,3,2
28,85,9,70,1,2,1
15,94,8,68,2,2,1
24,66,7,66,1,1,1
18,94,9,67,2,3,1
19,87,4,68,2,0,1
19,67,8,62,2,0,2
15,68,5,64,3,1,2
20,97,6,71,1,1,3
20,61,8,65,2,0,2
21,79,8,69,3,0,2
21,73,6,65,2,1,1
25,87,8,71,3,0,2
26,94,8,69,1,1,3
14,74,7,65,3,2,2
25,77,7,66,2,2,2
13,99,10,68,1,0,2
24,91,7,72,2,0,2
24,96,7,74,2,1,2
9,78,7,64,1,3,1
21,69,7,64,2,0,2
17,76,8,63,1,1,1
15,89,9,66,3,2,1
28,64,7,67,2,1,3
16,71,6,64,1,4,2
15,62,10,62,1,0,2
20,77,7,66,3,0,2
24,93,4,71,1,4,1
19,61,10,63,1,1,2
27,87,9,72,2,1,1
23,97,9,71,1,1,3
7,69,9,61,1,1,2
17,88,10,71,2,1,1
17,99,5,69,1,2,2
23,98,6,74,1,3,1
4,69,6,61,2,0,2
35,64,6,68,3,2,2
23,66,7,67,3,1,2
21,88,6,70,2,3,3
27,89,5,69,2,0,1
34,87,6,72,3,3,1
25,73,7,66,2,1,2
26,67,9,67,2,2,2
21,83,6,70,3,4,3
19,79,8,68,2,3,2
17,89,5,68,3,2,2
15,78,4,65,3,2,2
16,74,7,63,2,0,1
12,72,6,62,3,0,1
20,68,6,66,2,0,1
10,71,6,62,2,1,2
21,64,6,61,1,0,3
20,74,6,63,3,0,2
21,61,6,65,1,3,2
17,67,5,64,3,3,1
38,90,4,74,1,2,1
28,73,4,70,2,2,3
13,87,10,63,1,2,1
21,89,7,68,2,3,3
16,83,9,69,2,2,1
14,98,7,70,3,1,2
12,61,7,62,2,2,3
23,90,7,71,2,3,2
16,98,8,69,1,2,1
26,94,5,69,1,0,1
26,67,6,68,3,4,1
28,73,7,65,1,0,1
15,67,4,65,3,1,2
23,84,9,65,1,1,2
24,88,9,72,2,2,3
17,73,4,63,3,2,1
15,82,6,68,3,2,3
30,88,7,72,1,1,2
21,77,8,66,2,3,1
24,94,9,71,3,2,1
15,91,6,67,1,0,2
13,63,10,61,1,2,1
17,85,7,70,2,4,1
19,69,7,64,1,2,1
14,82,8,64,2,0,2
20,98,7,68,2,0,1
10,95,7,70,3,4,1
13,76,10,65,3,4,1
24,72,7,67,2,3,1
24,69,6,65,2,0,1
18,81,6,65,2,1,2
14,65,9,65,1,3,1
14,82,8,66,3,1,1
18,60,5,62,1,2,1
24,73,5,63,1,1,1
26,69,7,63,2,0,2
17,99,8,70,2,3,2
13,89,6,67,2,0,2
22,74,4,66,1,0,3
15,64,5,63,2,2,1
17,81,9,66,3,1,1
28,69,8,67,2,3,2
25,81,9,68,1,1,1
21,93,9,67,1,1,2
12,85,6,66,2,1,3
21,85,6,71,2,2,2
26,82,7,69,2,0,1
18,97,8,72,3,1,2
28,97,9,70,1,0,1
28,81,10,68,2,2,2
30,72,8,68,2,1,1
22,78,8,67,3,2,1
24,67,10,62,1,1,1
28,85,7,67,1,1,1
23,80,9,69,2,1,2
17,64,8,64,2,3,1
17,68,8,66,2,2,1
21,79,7,69,3,2,1
12,96,5,70,3,0,2
19,83,8,69,1,3,1
27,87,8,72,2,3,2
7,74,6,61,1,1,1
29,83,7,68,3,2,1
27,78,6,68,1,1,2
17,86,6,66,3,0,2
23,62,6,65,2,5,3
20,80,5,66,2,2,1
27,72,6,67,2,1,3
26,73,8,68,2,0,2
12,98,9,67,1,1,3
24,67,10,63,2,0,2
19,72,6,64,2,0,2
20,80,9,66,3,1,2
16,95,8,69,2,0,1
30,77,7,70,2,3,3
26,90,8,72,3,3,2
16,94,9,71,3,2,3
12,72,6,63,1,3,1
18,76,6,68,2,1,3
23,74,6,67,1,1,3
21,93,6,69,2,2,1
28,62,9,65,3,1,1
25,72,6,69,3,4,2
26,87,6,71,3,0,2
22,83,7,67,2,2,2
12,77,7,64,1,2,3
19,82,6,68,1,2,2
26,68,10,67,2,1,1
20,77,6,62,1,1,3
23,80,7,68,1,2,2
18,96,4,72,2,0,2
14,70,7,61,1,0,2
19,95,5,67,2,0,3
22,86,6,70,3,0,3
16,61,4,59,1,1,1
19,89,6,70,3,0,1
14,61,7,60,3,1,1
27,100,7,74,2,1,3
18,95,6,68,3,0,2
29,72,7,67,1,0,1
29,70,6,67,3,2,2
20,75,7,66,3,0,2
14,74,7,63,3,1,1
7,75,7,62,1,1,1
11,73,7,64,3,3,1
12,85,6,68,3,3,2
28,67,8,65,3,0,2
21,94,8,71,1,1,2
22,92,7,68,1,1,2
7,79,9,62,2,0,2
13,94,7,68,2,1,2
25,70,7,68,1,3,3
